index,status,video_id,title,url,duration,output_file,transcript_chars,source,note
13,saved,bosWHWDnZ5U,233% Return. 2 Trades. Something Doesn't Add Up.,https://www.youtube.com/watch?v=bosWHWDnZ5U,2:40,233% Return. 2 Trades. Something Doesn't Add Up.md,2332,NotebookLM YouTube transcript import,
14,saved,2-KRzDcsn-c,AI Is About to Take Over Finance,https://www.youtube.com/watch?v=2-KRzDcsn-c,2:53,AI Is About to Take Over Finance.md,1214,NotebookLM YouTube transcript import,
15,saved,oWBNHfJ2B6I,I Ranked Trading Strategies (Most Are Garbage),https://www.youtube.com/watch?v=oWBNHfJ2B6I,11:19,I Ranked Trading Strategies (Most Are Garbage).md,7544,NotebookLM YouTube transcript import,
16,saved,wxRNvHU9SXc,You’re Not Bad at Trading. You’re Misunderstanding Statistics.,https://www.youtube.com/watch?v=wxRNvHU9SXc,5:06,You’re Not Bad at Trading. You’re Misunderstanding Statistics.md,3561,NotebookLM YouTube transcript import,
17,saved,zMe9SLqWj-0,Is Python Already Too Late in 2026?,https://www.youtube.com/watch?v=zMe9SLqWj-0,6:24,Is Python Already Too Late in 2026-.md,4732,NotebookLM YouTube transcript import,
18,saved,S4XX225h_mw,Buying Yesterday’s Biggest Stock Move (Does It Work?),https://www.youtube.com/watch?v=S4XX225h_mw,11:55,Buying Yesterday’s Biggest Stock Move (Does It Work-).md,7958,NotebookLM YouTube transcript import,
19,saved,-jXk5nZetfE,Data Trader’s “Best 5-Minute Scalping Strategy Ever” — Tested,https://www.youtube.com/watch?v=-jXk5nZetfE,13:39,Data Trader’s “Best 5-Minute Scalping Strategy Ever” — Tested.md,10129,NotebookLM YouTube transcript import,
20,saved,Tbo_QgYY6Tw,Backtests Too Slow? Fix Your Data Layer with Parquet + DuckDB,https://www.youtube.com/watch?v=Tbo_QgYY6Tw,3:19,Backtests Too Slow- Fix Your Data Layer with Parquet + DuckDB.md,2326,NotebookLM YouTube transcript import,
21,saved,9gsn_9lh6uk,Wikipedia Ticker Code Broken? Here’s the Fix (Python),https://www.youtube.com/watch?v=9gsn_9lh6uk,4:28,Wikipedia Ticker Code Broken- Here’s the Fix (Python).md,3689,NotebookLM YouTube transcript import,
22,saved,3iWFB0nxhWk,"Backtesting the ‘$1,000 a Day Trading’ Box Strategy in Python",https://www.youtube.com/watch?v=3iWFB0nxhWk,9:56,"Backtesting the ‘$1,000 a Day Trading’ Box Strategy in Python.md",1316,NotebookLM YouTube transcript import,
23,saved,Nkfya65vTlM,Polymarket API with Python [COMPLETE WALKTHROUGH],https://www.youtube.com/watch?v=Nkfya65vTlM,11:46,Polymarket API with Python [COMPLETE WALKTHROUGH].md,8597,NotebookLM YouTube transcript import,
24,saved,g_Cf5haTFSk,Candlestick Patterns Are Easy to Sell — Hard to Test — So I Built This,https://www.youtube.com/watch?v=g_Cf5haTFSk,9:38,Candlestick Patterns Are Easy to Sell — Hard to Test — So I Built This.md,6714,NotebookLM YouTube transcript import,
25,saved,OFNHxTLYOoc,I Tested One Simple Trading Rule Across Markets,https://www.youtube.com/watch?v=OFNHxTLYOoc,7:45,I Tested One Simple Trading Rule Across Markets.md,5456,NotebookLM YouTube transcript import,
26,saved,9DFG-Yts7NE,You’re Asking the Wrong Portfolio Question,https://www.youtube.com/watch?v=9DFG-Yts7NE,3:46,You’re Asking the Wrong Portfolio Question.md,1118,NotebookLM YouTube transcript import,
27,saved,0Al9Lq3I2mE,Live Crypto Market Screener in Python — Filtering Noise in Real Time,https://www.youtube.com/watch?v=0Al9Lq3I2mE,4:53,Live Crypto Market Screener in Python — Filtering Noise in Real Time.md,4246,NotebookLM YouTube transcript import,
28,saved,iNaUdDJT3vQ,Why Trading Strategies Behaved So Differently in 2025,https://www.youtube.com/watch?v=iNaUdDJT3vQ,8:15,Why Trading Strategies Behaved So Differently in 2025.md,5510,NotebookLM YouTube transcript import,
29,saved,fCvxZyR6dnA,You’re Probably Overestimating Your Python Skills,https://www.youtube.com/watch?v=fCvxZyR6dnA,3:05,You’re Probably Overestimating Your Python Skills.md,1777,NotebookLM YouTube transcript import,
30,saved,JewvuEPi6oI,The Sharpe Ratio Is Lying to You (Sharpe Optimization in Python),https://www.youtube.com/watch?v=JewvuEPi6oI,8:07,The Sharpe Ratio Is Lying to You (Sharpe Optimization in Python).md,6102,NotebookLM YouTube transcript import,
31,saved,sV_B03EfZLw,I Tried the Famous ‘Free Money’ Crypto Strategy — Here’s the Truth,https://www.youtube.com/watch?v=sV_B03EfZLw,4:01,I Tried the Famous ‘Free Money’ Crypto Strategy — Here’s the Truth.md,3087,NotebookLM YouTube transcript import,
32,saved,nBBlYnBC8uM,I Rebuilt the MSCI World From Scratch — The Results Are Wild,https://www.youtube.com/watch?v=nBBlYnBC8uM,15:50,I Rebuilt the MSCI World From Scratch — The Results Are Wild.md,12136,NotebookLM YouTube transcript import,
33,saved,dpKJ-Bw2-HA,This Stock Market Destroyed All Others (2020–2025),https://www.youtube.com/watch?v=dpKJ-Bw2-HA,9:28,This Stock Market Destroyed All Others (2020–2025).md,7013,NotebookLM YouTube transcript import,
34,saved,2xy1bswjIyQ,This Stupidly Simple ETH Strategy Should Not Work… But It Does,https://www.youtube.com/watch?v=2xy1bswjIyQ,20:00,This Stupidly Simple ETH Strategy Should Not Work... But It Does.md,16107,NotebookLM YouTube transcript import,
35,saved,5fW_LfSq3bs,I Pulled LIVE MEMECOIN Prices Directly From Solana — No API Key 🤯,https://www.youtube.com/watch?v=5fW_LfSq3bs,9:58,I Pulled LIVE MEMECOIN Prices Directly From Solana — No API Key 🤯.md,7904,NotebookLM YouTube transcript import,
36,saved,rSLZ401ijMM,When the S&P 500 Actually Makes Money (It’s Not During the Day),https://www.youtube.com/watch?v=rSLZ401ijMM,9:31,When the S&P 500 Actually Makes Money (It’s Not During the Day).md,7339,NotebookLM YouTube transcript import,
37,saved,DA02es6Gfmc,My Python Crypto Trading Bot Course Is Live – Limited-Time Launch Offer,https://www.youtube.com/watch?v=DA02es6Gfmc,2:16,My Python Crypto Trading Bot Course Is Live – Limited-Time Launch Offer.md,2159,NotebookLM YouTube transcript import,
38,saved,k2pvllbSUhI,Run an Automated Trading Bot 24/7 on AWS EC2 for FREE! $100 Credits + Binance Demo,https://www.youtube.com/watch?v=k2pvllbSUhI,12:48,Run an Automated Trading Bot 24-7 on AWS EC2 for FREE! $100 Credits + Binance Demo.md,9733,NotebookLM YouTube transcript import,
39,saved,BwvE3TzwzXs,Volatility Targeting vs Buy & Hold: Python Backtest Reveals the Truth,https://www.youtube.com/watch?v=BwvE3TzwzXs,10:41,Volatility Targeting vs Buy & Hold- Python Backtest Reveals the Truth.md,7228,NotebookLM YouTube transcript import,
40,saved,pWm4fFsJXt4,"💥 Backtest a Real Ethereum Reversal Strategy in Python (Hourly, 2025)",https://www.youtube.com/watch?v=pWm4fFsJXt4,19:53,"💥 Backtest a Real Ethereum Reversal Strategy in Python (Hourly, 2025).md",14040,NotebookLM YouTube transcript import,
41,saved,ppXN8C-efeA,Code a Python GBM Stock Simulation: Wall Street’s Model (2025),https://www.youtube.com/watch?v=ppXN8C-efeA,13:31,Code a Python GBM Stock Simulation- Wall Street’s Model (2025).md,10614,NotebookLM YouTube transcript import,
42,saved,qqZ5ZUEx6dQ,How I’d Learn Quant Finance in 2025 (If I Had to Start Over),https://www.youtube.com/watch?v=qqZ5ZUEx6dQ,2:25,How I’d Learn Quant Finance in 2025 (If I Had to Start Over).md,2195,NotebookLM YouTube transcript import,
43,saved,SEs-DHbtUgk,3 Python Hacks to 5x Your Finance Code in 2025,https://www.youtube.com/watch?v=SEs-DHbtUgk,17:06,3 Python Hacks to 5x Your Finance Code in 2025.md,13238,NotebookLM YouTube transcript import,
44,saved,QIGLQnHzlqs,Think You’re Ready for a Quant Job? Take My Quiz!,https://www.youtube.com/watch?v=QIGLQnHzlqs,1:16,Think You’re Ready for a Quant Job- Take My Quiz!.md,1120,NotebookLM YouTube transcript import,
45,saved,Dfb7FiQQVC4,Decode Bitcoin’s Volatility Smile with Python in 10 Min,https://www.youtube.com/watch?v=Dfb7FiQQVC4,8:14,Decode Bitcoin’s Volatility Smile with Python in 10 Min.md,6598,NotebookLM YouTube transcript import,
46,saved,a5gWQpcebtE,Beat S&P 500 with This Python Trading Strategy (2025),https://www.youtube.com/watch?v=a5gWQpcebtE,12:11,Beat S&P 500 with This Python Trading Strategy (2025).md,8782,NotebookLM YouTube transcript import,
47,saved,GiS3Ap3SNCw,People Are Falling for This Crypto Scam – Don’t Be One of Them,https://www.youtube.com/watch?v=GiS3Ap3SNCw,6:22,People Are Falling for This Crypto Scam – Don’t Be One of Them.md,5093,NotebookLM YouTube transcript import,
48,saved,1r18abxNLug,$206M from Skipping iPhones? Python Backtest Reveals Truth,https://www.youtube.com/watch?v=1r18abxNLug,13:34,$206M from Skipping iPhones- Python Backtest Reveals Truth.md,10870,NotebookLM YouTube transcript import,
49,saved,5WyGWsAN8p0,Binance Triangular Arbitrage in Python: Profit or Myth?,https://www.youtube.com/watch?v=5WyGWsAN8p0,21:37,Binance Triangular Arbitrage in Python- Profit or Myth-.md,14719,NotebookLM YouTube transcript import,
50,saved,sREna8Ivf80,Code a Live Binance Arbitrage Bot in Python (2025),https://www.youtube.com/watch?v=sREna8Ivf80,9:36,Code a Live Binance Arbitrage Bot in Python (2025).md,6955,NotebookLM YouTube transcript import,
51,saved,sw_w8Q6ipdk,I Just Launched My Options Trading Course (Python + Real Market Data),https://www.youtube.com/watch?v=sw_w8Q6ipdk,3:41,I Just Launched My Options Trading Course (Python + Real Market Data).md,3320,NotebookLM YouTube transcript import,
52,saved,AxvmPNlRf34,Code a Momentum Trading Strategy in Python (2025 Guide),https://www.youtube.com/watch?v=AxvmPNlRf34,22:18,Code a Momentum Trading Strategy in Python (2025 Guide).md,15220,NotebookLM YouTube transcript import,
53,saved,qUMW9LEv4Qw,Backtest a Pairs Trading Strategy in Python (2025 Tutorial),https://www.youtube.com/watch?v=qUMW9LEv4Qw,14:56,Backtest a Pairs Trading Strategy in Python (2025 Tutorial).md,9847,NotebookLM YouTube transcript import,
54,saved,BZUT9YctnII,Why This AI Crypto Strategy Failed: Python Breakdown,https://www.youtube.com/watch?v=BZUT9YctnII,14:15,Why This AI Crypto Strategy Failed- Python Breakdown.md,10107,NotebookLM YouTube transcript import,
55,saved,koSgr2mBmQ8,AI Trading Strategies Tested in Python: Shocking Results,https://www.youtube.com/watch?v=koSgr2mBmQ8,18:06,AI Trading Strategies Tested in Python- Shocking Results.md,13590,NotebookLM YouTube transcript import,
56,saved,jFa6u-7E10U,Intraday Trading Edge? First Hour vs. Rest of Day Strategy!,https://www.youtube.com/watch?v=jFa6u-7E10U,21:41,Intraday Trading Edge- First Hour vs. Rest of Day Strategy!.md,16144,NotebookLM YouTube transcript import,
57,saved,uZcw-CZdTwI,500 Stocks – The Secret to Finding Cointegrated Pairs?!,https://www.youtube.com/watch?v=uZcw-CZdTwI,17:37,500 Stocks – The Secret to Finding Cointegrated Pairs-!.md,12789,NotebookLM YouTube transcript import,
58,saved,LxDa11jpqvU,Why I’m Learning C in 2025 as a Python Expert,https://www.youtube.com/watch?v=LxDa11jpqvU,4:50,Why I’m Learning C in 2025 as a Python Expert.md,4357,NotebookLM YouTube transcript import,
59,saved,waVUvKjXD6I,Unlocking Profits with Statistical Arbitrage: Step-by-Step Pairs Trading Tutorial,https://www.youtube.com/watch?v=waVUvKjXD6I,10:47,Unlocking Profits with Statistical Arbitrage- Step-by-Step Pairs Trading Tutorial.md,7235,NotebookLM YouTube transcript import,
60,saved,e0KEr6QXTgQ,I Backtested a Trading Strategy in Python with ZERO Libraries!,https://www.youtube.com/watch?v=e0KEr6QXTgQ,21:09,I Backtested a Trading Strategy in Python with ZERO Libraries!.md,15175,NotebookLM YouTube transcript import,
61,saved,mTlY6MC58J8,"How to Install Python, VS Code & Jupyter in 2025 [Easy Guide, No Anaconda]",https://www.youtube.com/watch?v=mTlY6MC58J8,12:57,"How to Install Python, VS Code & Jupyter in 2025 [Easy Guide, No Anaconda].md",9066,NotebookLM YouTube transcript import,
62,saved,0XAnxYXoetA,This Stock Market Pattern Happens Every Year – Does It Still Work?,https://www.youtube.com/watch?v=0XAnxYXoetA,20:29,This Stock Market Pattern Happens Every Year – Does It Still Work-.md,15019,NotebookLM YouTube transcript import,
63,saved,dC1Cl2E-Ixg,Master Momentum Trading with Python: Full Time-Series Strategy Breakdown,https://www.youtube.com/watch?v=dC1Cl2E-Ixg,29:58,Master Momentum Trading with Python- Full Time-Series Strategy Breakdown.md,22984,NotebookLM YouTube transcript import,
64,saved,55IJsNdujfU,ETF Analysis and Optimization with Python,https://www.youtube.com/watch?v=55IJsNdujfU,32:46,ETF Analysis and Optimization with Python.md,24627,NotebookLM YouTube transcript import,
65,saved,037_883wHGo,yfinance Update 2025: What You NEED to Know!,https://www.youtube.com/watch?v=037_883wHGo,7:50,yfinance Update 2025- What You NEED to Know!.md,5705,NotebookLM YouTube transcript import,
66,saved,qf5yOq9tpa0,Build an Interactive Stock Screener Dashboard in Python with Streamlit 🚀,https://www.youtube.com/watch?v=qf5yOq9tpa0,26:45,Build an Interactive Stock Screener Dashboard in Python with Streamlit 🚀.md,18965,NotebookLM YouTube transcript import,
67,saved,LKM-kSGN9js,"Global Stock Screener in Python: Rank and Analyze Top Markets (S&P, Nikkei, NIFTY)",https://www.youtube.com/watch?v=LKM-kSGN9js,31:00,"Global Stock Screener in Python- Rank and Analyze Top Markets (S&P, Nikkei, NIFTY).md",20517,NotebookLM YouTube transcript import,
68,saved,Mk9GadaKW7M,What Happens When You Only Invest in the Most Volatile Stocks?,https://www.youtube.com/watch?v=Mk9GadaKW7M,22:29,What Happens When You Only Invest in the Most Volatile Stocks-.md,14071,NotebookLM YouTube transcript import,
69,saved,D9eEAHi8T4w,Simplify Crypto Futures Trading: Build a Bybit Bot with Python (TP & SL),https://www.youtube.com/watch?v=D9eEAHi8T4w,23:27,Simplify Crypto Futures Trading- Build a Bybit Bot with Python (TP & SL).md,15728,NotebookLM YouTube transcript import,
70,saved,Yi7tTKhN5TU,How to Build a Crypto Futures Trading Bot with Bybit API (Part 1: Data Analysis),https://www.youtube.com/watch?v=Yi7tTKhN5TU,11:20,How to Build a Crypto Futures Trading Bot with Bybit API (Part 1- Data Analysis).md,8772,NotebookLM YouTube transcript import,
71,saved,BqGhgD6pXfs,How to Set Up Binance Futures Testnet for Risk-Free Trading (Step-by-Step),https://www.youtube.com/watch?v=BqGhgD6pXfs,6:21,How to Set Up Binance Futures Testnet for Risk-Free Trading (Step-by-Step).md,4730,NotebookLM YouTube transcript import,
72,saved,YB45lDG3FTc,Can This BTC/ETH Pair Trading Strategy Beat Buy-and-Hold? (Python Backtest),https://www.youtube.com/watch?v=YB45lDG3FTc,12:15,Can This BTC-ETH Pair Trading Strategy Beat Buy-and-Hold- (Python Backtest).md,8924,NotebookLM YouTube transcript import,
73,saved,IqEpQyvxJx8,This Python Dashboard Optimizes Your Portfolio in Real-Time! 💡,https://www.youtube.com/watch?v=IqEpQyvxJx8,10:55,This Python Dashboard Optimizes Your Portfolio in Real-Time! 💡.md,8146,NotebookLM YouTube transcript import,
74,saved,OZ59f3yum1s,How to Optimize Your Stock Portfolio with Python: Boost Returns & Lower Risk,https://www.youtube.com/watch?v=OZ59f3yum1s,11:35,How to Optimize Your Stock Portfolio with Python- Boost Returns & Lower Risk.md,8131,NotebookLM YouTube transcript import,
75,saved,K15KVuNvk9s,How to Build a Crypto Trading Bot with Python on Binance Testnet,https://www.youtube.com/watch?v=K15KVuNvk9s,17:06,How to Build a Crypto Trading Bot with Python on Binance Testnet.md,11986,NotebookLM YouTube transcript import,
76,saved,kjvAhJaw_iY,Unveiling the Volatility Smile: Analyzing Option Chain Data with Python (Must-Know Trading Insight),https://www.youtube.com/watch?v=kjvAhJaw_iY,8:31,Unveiling the Volatility Smile- Analyzing Option Chain Data with Python (Must-Know Trading Insight).md,6253,NotebookLM YouTube transcript import,
77,saved,wzYL-L0Z6ZU,How Bad Crypto Days Lead to Gains (and How to Code It in Python),https://www.youtube.com/watch?v=wzYL-L0Z6ZU,19:44,How Bad Crypto Days Lead to Gains (and How to Code It in Python).md,12714,NotebookLM YouTube transcript import,
78,saved,UqUuIGm2pAs,Build an Intraday Stock Price Database with Python & SQL – Step-by-Step Tutorial,https://www.youtube.com/watch?v=UqUuIGm2pAs,31:58,Build an Intraday Stock Price Database with Python & SQL – Step-by-Step Tutorial.md,22681,NotebookLM YouTube transcript import,
79,saved,V-R0k-2h5jQ,Dynamic Crypto Price Tracking with Python: WebSocket and Threading Simplified,https://www.youtube.com/watch?v=V-R0k-2h5jQ,10:14,Dynamic Crypto Price Tracking with Python- WebSocket and Threading Simplified.md,8066,NotebookLM YouTube transcript import,
80,saved,f10jVkUS39w,Renko Trading Strategy with Python: Your Secret Weapon 🔫,https://www.youtube.com/watch?v=f10jVkUS39w,17:37,Renko Trading Strategy with Python- Your Secret Weapon 🔫.md,13282,NotebookLM YouTube transcript import,
81,saved,N2xiLQJP-sY,Step-by-Step Guide: Time Series Momentum Trading with Python,https://www.youtube.com/watch?v=N2xiLQJP-sY,20:32,Step-by-Step Guide- Time Series Momentum Trading with Python.md,14196,NotebookLM YouTube transcript import,
82,saved,T7Cciz3kwDU,Best and Worst Trading Strategies: Tier List,https://www.youtube.com/watch?v=T7Cciz3kwDU,8:13,Best and Worst Trading Strategies- Tier List.md,5791,NotebookLM YouTube transcript import,
83,saved,vJTVpNUEhHM,Unlock Real-Time Trading Secrets: Analyze Uniswap Swaps & Prices with Python!,https://www.youtube.com/watch?v=vJTVpNUEhHM,25:32,Unlock Real-Time Trading Secrets- Analyze Uniswap Swaps & Prices with Python!.md,16934,NotebookLM YouTube transcript import,
84,saved,ZigcEBbLZJI,Deep Dive into Uniswap: Liquidity Pool Pricing & Transaction Data with Python,https://www.youtube.com/watch?v=ZigcEBbLZJI,19:15,Deep Dive into Uniswap- Liquidity Pool Pricing & Transaction Data with Python.md,13618,NotebookLM YouTube transcript import,
85,notebooklm_import_error,S9Nt1ILWUaQ,Python for Finance: A Beginner's Guide in 10 Minutes,https://www.youtube.com/watch?v=S9Nt1ILWUaQ,10:03,,,,"NotebookLM rejected the YouTube source after repeated standard, short, grouped, and isolated imports."
86,saved,riAl7CJQrio,How to pull live option prices with Python (Code Included),https://www.youtube.com/watch?v=riAl7CJQrio,14:38,How to pull live option prices with Python (Code Included).md,10413,NotebookLM YouTube transcript import,
87,saved,BNTaj2jGZVQ,The Ultimate Guide To Numerical Optimization For Portfolio Management,https://www.youtube.com/watch?v=BNTaj2jGZVQ,20:19,The Ultimate Guide To Numerical Optimization For Portfolio Management.md,14261,NotebookLM YouTube transcript import,
88,saved,TLOVYS8wT7Q,How To Price Options with Python (P.II) Puts and Put-Call-Parity,https://www.youtube.com/watch?v=TLOVYS8wT7Q,12:34,How To Price Options with Python (P.II) Puts and Put-Call-Parity.md,8848,NotebookLM YouTube transcript import,
89,saved,54k_8IwE1Ds,"The $10,000 Cambridge Modern Portfolio Theory Test",https://www.youtube.com/watch?v=54k_8IwE1Ds,13:04,"The $10,000 Cambridge Modern Portfolio Theory Test.md",11253,NotebookLM YouTube transcript import,
90,saved,xtjxl7ozuuc,Option Basics and How To Price Options with Python,https://www.youtube.com/watch?v=xtjxl7ozuuc,17:18,Option Basics and How To Price Options with Python.md,11759,NotebookLM YouTube transcript import,
91,saved,v4S2rgU5Rs0,PYTHON TRADINGBOT SIMULATION TUTORIAL (with code),https://www.youtube.com/watch?v=v4S2rgU5Rs0,20:48,PYTHON TRADINGBOT SIMULATION TUTORIAL (with code).md,16040,NotebookLM YouTube transcript import,
92,saved,ntGrOburPdQ,Trading Strategy implemented in Python based on ST momentum and TSL,https://www.youtube.com/watch?v=ntGrOburPdQ,25:44,Trading Strategy implemented in Python based on ST momentum and TSL.md,18173,NotebookLM YouTube transcript import,
93,saved,ZtSVk91SRDo,The Ultimate Real-time cryptocurrency tracking dashboard!,https://www.youtube.com/watch?v=ZtSVk91SRDo,2:18,The Ultimate Real-time cryptocurrency tracking dashboard!.md,2228,NotebookLM YouTube transcript import,
94,saved,SaJNtt2mFIw,REALTIME pull and analyze over 450 Coins with Python [SUPER SIMPLE & EFFICIENT],https://www.youtube.com/watch?v=SaJNtt2mFIw,35:17,REALTIME pull and analyze over 450 Coins with Python [SUPER SIMPLE & EFFICIENT].md,25306,NotebookLM YouTube transcript import,
95,saved,tzV3HiTDq8c,"Backtesting Rayner Teos 26,210% Turtle Trading Strategy in Python",https://www.youtube.com/watch?v=tzV3HiTDq8c,13:30,"Backtesting Rayner Teos 26,210% Turtle Trading Strategy in Python.md",9591,NotebookLM YouTube transcript import,
96,saved,s3XJ0SbME7k,I asked ChatGPT for a WINNING TRADING Strategy - and BACKTESTED it in Python.,https://www.youtube.com/watch?v=s3XJ0SbME7k,17:05,I asked ChatGPT for a WINNING TRADING Strategy - and BACKTESTED it in Python.md,11891,NotebookLM YouTube transcript import,
97,saved,rJujXAF52HU,Simple Trading Strategy on Bitcoin with Python FULL walkthrough,https://www.youtube.com/watch?v=rJujXAF52HU,37:03,Simple Trading Strategy on Bitcoin with Python FULL walkthrough.md,25285,NotebookLM YouTube transcript import,
98,saved,P_SIZDsI3Ro,How to pull REALTIME Cryptocurrency Prices with Python [FOR FREE] using the Binance API,https://www.youtube.com/watch?v=P_SIZDsI3Ro,19:14,How to pull REALTIME Cryptocurrency Prices with Python [FOR FREE] using the Binance API.md,14352,NotebookLM YouTube transcript import,
99,saved,HCtGSyB0WP0,I Built a Website with ZERO Web Development Skills,https://www.youtube.com/watch?v=HCtGSyB0WP0,4:06,I Built a Website with ZERO Web Development Skills.md,3639,NotebookLM YouTube transcript import,
100,saved,74CaRbkOHGI,How to Track the WHOLE LIVE Cryptomarket 📊 with Python 👨🏾‍💻,https://www.youtube.com/watch?v=74CaRbkOHGI,27:22,How to Track the WHOLE LIVE Cryptomarket 📊 with Python 👨🏾‍💻.md,18235,NotebookLM YouTube transcript import,
101,saved,3oRF8hgEXmU,TRACK THE WHOLE CRYPTOMARKET WITH PYTHON [must watch],https://www.youtube.com/watch?v=3oRF8hgEXmU,7:19,TRACK THE WHOLE CRYPTOMARKET WITH PYTHON [must watch].md,5450,NotebookLM YouTube transcript import,
102,saved,oGMyFmsaj3k,Mastering Crypto Data Analysis: Uncover Top Movers with Live Price Data!,https://www.youtube.com/watch?v=oGMyFmsaj3k,12:35,Mastering Crypto Data Analysis- Uncover Top Movers with Live Price Data!.md,9182,NotebookLM YouTube transcript import,
103,saved,3Q-7AhYSr30,How To Calculate and Analyze HISTORICAL Correlations in Python?,https://www.youtube.com/watch?v=3Q-7AhYSr30,7:37,How To Calculate and Analyze HISTORICAL Correlations in Python-.md,6060,NotebookLM YouTube transcript import,
104,saved,doo6hCvcKlU,Data Science in Finance Community Challenge: Building a Profitable Trading Bot,https://www.youtube.com/watch?v=doo6hCvcKlU,3:48,Data Science in Finance Community Challenge- Building a Profitable Trading Bot.md,3416,NotebookLM YouTube transcript import,
105,saved,twk29AJk3HA,How To Build a Live Trading Bot with Python & the Binance API,https://www.youtube.com/watch?v=twk29AJk3HA,14:13,How To Build a Live Trading Bot with Python & the Binance API.md,10679,NotebookLM YouTube transcript import,
106,saved,4ZzntpTzLZQ,Does a Momentum Trading Strategy generate Alpha? Part II,https://www.youtube.com/watch?v=4ZzntpTzLZQ,13:25,Does a Momentum Trading Strategy generate Alpha- Part II.md,9343,NotebookLM YouTube transcript import,
107,saved,JOQ8qXzJm1Y,How to get the Alpha (& Beta)  of a Trading Strategy with Python? Part I,https://www.youtube.com/watch?v=JOQ8qXzJm1Y,5:53,How to get the Alpha (& Beta) of a Trading Strategy with Python- Part I.md,4798,NotebookLM YouTube transcript import,
108,saved,A27uu1Rrqwk,The Truth YOU don't WANT to hear but NEED to hear 🙉,https://www.youtube.com/watch?v=A27uu1Rrqwk,6:12,The Truth YOU don't WANT to hear but NEED to hear 🙉.md,5128,NotebookLM YouTube transcript import,
109,saved,z1nacyUlAfA,Interactive INVESTMENT PORTFOLIO ANALYSIS with Python and Streamlit,https://www.youtube.com/watch?v=z1nacyUlAfA,11:12,Interactive INVESTMENT PORTFOLIO ANALYSIS with Python and Streamlit.md,8186,NotebookLM YouTube transcript import,
110,saved,XA5EI0rmYeA,Intraday Cryptocurrency Trading Strategy with Python and Binance,https://www.youtube.com/watch?v=XA5EI0rmYeA,9:47,Intraday Cryptocurrency Trading Strategy with Python and Binance.md,7729,NotebookLM YouTube transcript import,
111,saved,73xjY6WeKR4,How to Build a TRADING STRATEGY with Python? [Momentum - FULL GUIDE] P.II,https://www.youtube.com/watch?v=73xjY6WeKR4,11:02,How to Build a TRADING STRATEGY with Python- [Momentum - FULL GUIDE] P.II.md,7920,NotebookLM YouTube transcript import,
